ASV_ID,Cluster_ID,abundance,scientific_name,confidence_level
ASV14879,-1,3,Unclustered,Noise
ASV14880,-1,3,Unclustered,Noise
ASV14881,-1,3,Unclustered,Noise
ASV14882,-1,3,Unclustered,Noise
ASV14883,-1,3,Unclustered,Noise
ASV14884,568,3,Basidiomycota_5204;Agaricomycetes_155619;Agaricales_5338;Psathyrellaceae_184208;Candolleomyces_2791032;Candolleomyces,High
ASV14885,-1,3,Unclustered,Noise
ASV14886,-1,3,Unclustered,Noise
ASV14887,-1,3,Unclustered,Noise
ASV14888,-1,3,Unclustered,Noise
ASV14889,-1,3,Unclustered,Noise
ASV14890,-1,3,Unclustered,Noise
ASV14891,-1,3,Unclustered,Noise
ASV14892,-1,3,Unclustered,Noise
ASV14893,424,3,Basidiomycota_5204;Agaricomycetes_155619;Hymenochaetales_139380;Hirschioporaceae_3074113;Pallidohirschioporus_3074114;Pallidohirschioporus,High
ASV14894,-1,3,Unclustered,Noise
ASV14895,-1,3,Unclustered,Noise
ASV14896,255,3,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nolidae_319783;Gadirtha_1414594;Gadirtha,High
ASV14897,547,3,Basidiomycota_5204;Agaricomycetes_155619;Agaricales_5338;Pleurotaceae_104366;Pleurotus_5320;Pleurotus,High
ASV14898,-1,3,Unclustered,Noise
ASV14899,-1,3,Unclustered,Noise
ASV14900,-1,3,Unclustered,Noise
ASV14901,437,3,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV14902,-1,3,Unclustered,Noise
ASV14903,-1,3,Unclustered,Noise
ASV14904,-1,3,Unclustered,Noise
ASV14905,-1,3,Unclustered,Noise
ASV14906,-1,3,Unclustered,Noise
ASV14907,-1,3,Unclustered,Noise
ASV14908,-1,3,Unclustered,Noise
ASV14909,-1,3,Unclustered,Noise
ASV14910,-1,3,Unclustered,Noise
ASV14911,-1,3,Unclustered,Noise
ASV14912,414,3,Bacillariophyta_2836;Bacillariophyceae_33849;Bacillariales_33851;Bacillariaceae_33852;Pseudo_nitzschia_41953;Pseudo_nitzschia,High
ASV14913,-1,3,Unclustered,Noise
ASV14914,176,3,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV14915,-1,3,Unclustered,Noise
ASV14916,-1,3,Unclustered,Noise
ASV14917,156,3,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV14918,-1,3,Unclustered,Noise
ASV14919,-1,3,Unclustered,Noise
ASV14920,-1,3,Unclustered,Noise
ASV14921,-1,3,Unclustered,Noise
ASV14922,-1,3,Unclustered,Noise
ASV14923,691,3,Unclustered,Noise
ASV14924,691,3,Unclustered,Noise
ASV14925,-1,3,Unclustered,Noise
ASV14926,-1,3,Unclustered,Noise
ASV14927,-1,3,Unclustered,Noise
ASV14928,-1,3,Unclustered,Noise
ASV14929,-1,3,Unclustered,Noise
ASV14930,-1,3,Unclustered,Noise
ASV14931,592,3,Arthropoda_6656;Arachnida_6854;Araneae_6893;Sparassidae_152923;Heteropoda_152924;Heteropoda,Potentially Novel
ASV14932,691,3,Unclustered,Noise
ASV14933,691,3,Unclustered,Noise
ASV14934,-1,3,Unclustered,Noise
ASV14935,-1,3,Unclustered,Noise
ASV14936,317,3,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV14937,-1,3,Unclustered,Noise
ASV14938,264,3,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV14939,-1,3,Unclustered,Noise
ASV14940,-1,3,Unclustered,Noise
ASV14941,691,3,Unclustered,Noise
ASV14942,-1,3,Unclustered,Noise
ASV14943,691,3,Unclustered,Noise
ASV14944,691,3,Unclustered,Noise
ASV14945,-1,3,Unclustered,Noise
ASV14946,691,3,Unclustered,Noise
ASV14947,691,3,Unclustered,Noise
ASV14948,536,3,phylum_Eustigmatophyceae_5747;Eustigmatophyceae_5747;Eustigmatales_425074;Monodopsidaceae_425072;Nannochloropsis_5748;Nannochloropsis,High
ASV14949,-1,3,Unclustered,Noise
ASV14950,-1,3,Unclustered,Noise
ASV14951,-1,3,Unclustered,Noise
ASV14952,691,3,Unclustered,Noise
ASV14953,-1,3,Unclustered,Noise
ASV14954,691,3,Unclustered,Noise
ASV14955,-1,3,Unclustered,Noise
ASV14956,-1,3,Unclustered,Noise
ASV14957,691,3,Unclustered,Noise
ASV14958,-1,3,Unclustered,Noise
ASV14959,691,3,Unclustered,Noise
ASV14960,691,3,Unclustered,Noise
ASV14961,-1,3,Unclustered,Noise
ASV14962,-1,3,Unclustered,Noise
ASV14963,580,3,Arthropoda_6656;Malacostraca_6681;Decapoda_6683;Cambaridae_6725;Procambarus_6726;Procambarus,Potentially Novel
ASV14964,-1,3,Unclustered,Noise
ASV14965,-1,3,Unclustered,Noise
ASV14966,414,3,Bacillariophyta_2836;Bacillariophyceae_33849;Bacillariales_33851;Bacillariaceae_33852;Pseudo_nitzschia_41953;Pseudo_nitzschia,High
ASV14967,-1,3,Unclustered,Noise
ASV14968,223,3,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Dictyotales_2873;Dictyotaceae_2874;Canistrocarpus_499614;Canistrocarpus,High
ASV14969,-1,3,Unclustered,Noise
ASV14970,-1,3,Unclustered,Noise
ASV14971,622,3,phylum_Bigyra_2683628;Bigyra_2683628;Thraustochytrida_2699528;Thraustochytriidae_33674;Aurantiochytrium_420535;Aurantiochytrium,Potentially Novel
ASV14972,691,3,Unclustered,Noise
ASV14973,-1,3,Unclustered,Noise
ASV14974,-1,3,Unclustered,Noise
ASV14975,691,3,Unclustered,Noise
ASV14976,-1,3,Unclustered,Noise
ASV14977,691,3,Unclustered,Noise
ASV14978,691,3,Unclustered,Noise
ASV14979,-1,3,Unclustered,Noise
ASV14980,691,3,Unclustered,Noise
ASV14981,-1,3,Unclustered,Noise
ASV14982,522,3,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Campanulariidae_27800;Eucheilota_314526;Eucheilota,High
ASV14983,501,3,Arthropoda_6656;Arachnida_6854;Araneae_6893;Dictynidae_134565;Nigma_1907100;Nigma,High
ASV14984,-1,3,Unclustered,Noise
ASV14985,-1,3,Unclustered,Noise
ASV14986,-1,3,Unclustered,Noise
ASV14987,-1,3,Unclustered,Noise
ASV14988,-1,3,Unclustered,Noise
ASV14989,-1,3,Unclustered,Noise
ASV14990,-1,3,Unclustered,Noise
ASV14991,-1,3,Unclustered,Noise
ASV14992,425,3,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Prayidae_154960;Praya_168784;Praya,High
ASV14993,-1,3,Unclustered,Noise
ASV14994,-1,3,Unclustered,Noise
ASV14995,-1,3,Unclustered,Noise
ASV14996,444,3,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Nothophytophthora_2025987;Nothophytophthora,High
ASV14997,-1,3,Unclustered,Noise
ASV14998,-1,3,Unclustered,Noise
ASV14999,-1,3,Unclustered,Noise
ASV15000,-1,3,Unclustered,Noise
ASV15001,444,3,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Nothophytophthora_2025987;Nothophytophthora,High
ASV15002,-1,3,Unclustered,Noise
ASV15003,-1,3,Unclustered,Noise
ASV15004,-1,3,Unclustered,Noise
ASV15005,400,3,Arthropoda_6656;Insecta_50557;Diptera_7147;Phoridae_36164;Megaselia_36165;Megaselia,High
ASV15006,-1,3,Unclustered,Noise
ASV15007,-1,3,Unclustered,Noise
ASV15008,-1,3,Unclustered,Noise
ASV15009,380,3,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV15010,-1,3,Unclustered,Noise
ASV15011,396,3,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Sommerstorffia_3126143;Sommerstorffia,High
ASV15012,-1,3,Unclustered,Noise
ASV15013,-1,3,Unclustered,Noise
ASV15014,-1,3,Unclustered,Noise
ASV15015,-1,3,Unclustered,Noise
ASV15016,-1,3,Unclustered,Noise
ASV15017,-1,3,Unclustered,Noise
ASV15018,-1,3,Unclustered,Noise
ASV15019,-1,3,Unclustered,Noise
ASV15020,-1,3,Unclustered,Noise
ASV15021,90,3,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Phytophthora_4783;Phytophthora,High
ASV15022,580,3,Arthropoda_6656;Malacostraca_6681;Decapoda_6683;Cambaridae_6725;Procambarus_6726;Procambarus,Potentially Novel
ASV15023,-1,3,Unclustered,Noise
ASV15024,-1,3,Unclustered,Noise
ASV15025,298,3,Oomycota_4762;class_Lagenidiales_4800;Lagenidiales_4800;family_Paralagenidium_1440114;Paralagenidium_1440114;Paralagenidium,High
ASV15026,-1,3,Unclustered,Noise
ASV15027,691,3,Unclustered,Noise
ASV15028,293,3,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Aphanomyces_100860;Aphanomyces,High
ASV15029,-1,3,Unclustered,Noise
ASV15030,-1,3,Unclustered,Noise
ASV15031,457,3,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Zygaenidae_115354;Zygaenoprocris_287193;Zygaenoprocris,High
ASV15032,691,3,Unclustered,Noise
ASV15033,-1,3,Unclustered,Noise
ASV15034,-1,3,Unclustered,Noise
ASV15035,-1,3,Unclustered,Noise
ASV15036,-1,3,Unclustered,Noise
ASV15037,88,3,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Zancleidae_264062;Zanclea_264063;Zanclea,High
ASV15038,-1,3,Unclustered,Noise
ASV15039,-1,3,Unclustered,Noise
ASV15040,-1,3,Unclustered,Noise
ASV15041,-1,3,Unclustered,Noise
ASV15042,-1,3,Unclustered,Noise
ASV15043,-1,3,Unclustered,Noise
ASV15044,-1,3,Unclustered,Noise
ASV15045,-1,3,Unclustered,Noise
ASV15046,658,3,Unclustered,Noise
ASV15047,-1,3,Unclustered,Noise
ASV15048,-1,3,Unclustered,Noise
ASV15049,372,3,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV15050,-1,3,Unclustered,Noise
ASV15051,302,3,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Agalmatidae_168757;Agalma_316164;Agalma,Potentially Novel
ASV15052,-1,3,Unclustered,Noise
ASV15053,-1,3,Unclustered,Noise
ASV15054,691,3,Unclustered,Noise
ASV15055,691,3,Unclustered,Noise
ASV15056,-1,3,Unclustered,Noise
ASV15057,691,3,Unclustered,Noise
ASV15058,-1,3,Unclustered,Noise
ASV15059,-1,3,Unclustered,Noise
ASV15060,-1,3,Unclustered,Noise
ASV15061,691,3,Unclustered,Noise
ASV15062,691,3,Unclustered,Noise
ASV15063,-1,3,Unclustered,Noise
ASV15064,-1,3,Unclustered,Noise
ASV15065,691,3,Unclustered,Noise
ASV15066,-1,3,Unclustered,Noise
ASV15067,-1,3,Unclustered,Noise
ASV15068,691,3,Unclustered,Noise
ASV15069,691,3,Unclustered,Noise
ASV15070,-1,3,Unclustered,Noise
ASV15071,691,3,Unclustered,Noise
ASV15072,691,3,Unclustered,Noise
ASV15073,-1,3,Unclustered,Noise
ASV15074,-1,3,Unclustered,Noise
ASV15075,-1,3,Unclustered,Noise
ASV15076,-1,3,Unclustered,Noise
ASV15077,-1,3,Unclustered,Noise
ASV15078,243,3,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Sertulariidae_86619;Xingyurella_2137751;Xingyurella,High
ASV15079,-1,3,Unclustered,Noise
ASV15080,-1,3,Unclustered,Noise
ASV15081,-1,3,Unclustered,Noise
ASV15082,-1,3,Unclustered,Noise
ASV15083,-1,3,Unclustered,Noise
ASV15084,-1,3,Unclustered,Noise
ASV15085,-1,3,Unclustered,Noise
ASV15086,-1,3,Unclustered,Noise
ASV15087,-1,3,Unclustered,Noise
ASV15088,-1,3,Unclustered,Noise
ASV15089,134,3,phylum_Bigyra_2683628;Bigyra_2683628;Bicosoecida_33651;Cafeteriaceae_238884;Cafeteria_33652;Cafeteria,High
ASV15090,-1,3,Unclustered,Noise
ASV15091,-1,3,Unclustered,Noise
ASV15092,691,3,Unclustered,Noise
ASV15093,-1,3,Unclustered,Noise
ASV15094,-1,3,Unclustered,Noise
ASV15095,-1,3,Unclustered,Noise
ASV15096,-1,3,Unclustered,Noise
ASV15097,163,3,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV15098,557,3,Arthropoda_6656;Arachnida_6854;Araneae_6893;Palpimanidae_336672;Palpimanus_1263274;Palpimanus,Potentially Novel
ASV15099,-1,3,Unclustered,Noise
ASV15100,-1,3,Unclustered,Noise
ASV15101,466,3,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV15102,-1,3,Unclustered,Noise
ASV15103,-1,3,Unclustered,Noise
ASV15104,592,3,Arthropoda_6656;Arachnida_6854;Araneae_6893;Sparassidae_152923;Heteropoda_152924;Heteropoda,Potentially Novel
ASV15105,691,3,Unclustered,Noise
ASV15106,691,3,Unclustered,Noise
ASV15107,-1,3,Unclustered,Noise
ASV15108,-1,3,Unclustered,Noise
ASV15109,-1,3,Unclustered,Noise
ASV15110,-1,3,Unclustered,Noise
ASV15111,-1,3,Unclustered,Noise
ASV15112,105,3,Bacillariophyta_2836;Bacillariophyceae_33849;Bacillariales_33851;Bacillariaceae_33852;Pseudo_nitzschia_41953;Pseudo_nitzschia,High
ASV15113,-1,3,Unclustered,Noise
ASV15114,537,3,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Dasyaceae_35164;Dasya_35165;Dasya,High
ASV15115,235,3,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV15116,-1,3,Unclustered,Noise
ASV15117,-1,3,Unclustered,Noise
ASV15118,-1,3,Unclustered,Noise
ASV15119,-1,3,Unclustered,Noise
ASV15120,-1,3,Unclustered,Noise
ASV15121,-1,3,Unclustered,Noise
ASV15122,-1,3,Unclustered,Noise
ASV15123,-1,3,Unclustered,Noise
ASV15124,-1,3,Unclustered,Noise
ASV15125,-1,3,Unclustered,Noise
ASV15126,-1,3,Unclustered,Noise
ASV15127,-1,3,Unclustered,Noise
ASV15128,335,3,Bacillariophyta_2836;Mediophyceae_589449;Triceratiales_232508;Plagiogrammaceae_232509;Dimeregramma_505986;Dimeregramma,High
ASV15129,397,3,Bacillariophyta_2836;Mediophyceae_589449;Eupodiscales_33838;Parodontellaceae_2910914;Trieres_1529381;Trieres,High
ASV15130,107,3,Bacillariophyta_2836;Bacillariophyceae_33849;Bacillariales_33851;Bacillariaceae_33852;Pseudo_nitzschia_41953;Pseudo_nitzschia,High
ASV15131,-1,3,Unclustered,Noise
ASV15132,-1,3,Unclustered,Noise
ASV15133,-1,3,Unclustered,Noise
ASV15134,-1,3,Unclustered,Noise
ASV15135,-1,3,Unclustered,Noise
ASV15136,-1,3,Unclustered,Noise
ASV15137,-1,3,Unclustered,Noise
ASV15138,-1,3,Unclustered,Noise
ASV15139,-1,3,Unclustered,Noise
ASV15140,-1,3,Unclustered,Noise
ASV15141,-1,3,Unclustered,Noise
ASV15142,-1,3,Unclustered,Noise
ASV15143,179,3,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Obeliidae_2750047;Obelia_32569;Obelia,High
ASV15144,597,3,Unclustered,Noise
ASV15145,597,3,Unclustered,Noise
ASV15146,-1,3,Unclustered,Noise
ASV15147,-1,3,Unclustered,Noise
ASV15148,97,3,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Apolemiidae_316168;Apolemia_316169;Apolemia,High
ASV15149,-1,3,Unclustered,Noise
ASV15150,683,3,Unclustered,Noise
ASV15151,223,3,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Dictyotales_2873;Dictyotaceae_2874;Canistrocarpus_499614;Canistrocarpus,High
ASV15152,-1,3,Unclustered,Noise
ASV15153,-1,3,Unclustered,Noise
ASV15154,-1,3,Unclustered,Noise
ASV15155,-1,3,Unclustered,Noise
ASV15156,-1,3,Unclustered,Noise
ASV15157,691,3,Unclustered,Noise
ASV15158,-1,3,Unclustered,Noise
ASV15159,691,3,Unclustered,Noise
ASV15160,-1,3,Unclustered,Noise
ASV15161,691,3,Unclustered,Noise
ASV15162,640,3,Unclustered,Noise
ASV15163,-1,3,Unclustered,Noise
ASV15164,-1,3,Unclustered,Noise
ASV15165,-1,3,Unclustered,Noise
ASV15166,-1,3,Unclustered,Noise
ASV15167,691,3,Unclustered,Noise
ASV15168,-1,3,Unclustered,Noise
ASV15169,-1,3,Unclustered,Noise
ASV15170,145,3,Mollusca_6447;Gastropoda_6448;Stylommatophora_6527;Helicarionidae_424154;Stanisicarion_424183;Stanisicarion,High
ASV15171,394,3,Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cercopidae_30086;Simorhina_1777629;Simorhina,High
ASV15172,-1,3,Unclustered,Noise
ASV15173,-1,3,Unclustered,Noise
ASV15174,71,3,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Acrotrichaceae_166513;Acrothrix_166514;Acrothrix,High
ASV15175,-1,3,Unclustered,Noise
ASV15176,-1,3,Unclustered,Noise
ASV15177,-1,3,Unclustered,Noise
ASV15178,691,3,Unclustered,Noise
ASV15179,691,3,Unclustered,Noise
ASV15180,-1,3,Unclustered,Noise
ASV15181,-1,3,Unclustered,Noise
ASV15182,-1,3,Unclustered,Noise
ASV15183,-1,3,Unclustered,Noise
ASV15184,-1,3,Unclustered,Noise
ASV15185,-1,3,Unclustered,Noise
ASV15186,-1,3,Unclustered,Noise
ASV15187,107,3,Bacillariophyta_2836;Bacillariophyceae_33849;Bacillariales_33851;Bacillariaceae_33852;Pseudo_nitzschia_41953;Pseudo_nitzschia,High
ASV15188,-1,3,Unclustered,Noise
ASV15189,-1,3,Unclustered,Noise
ASV15190,-1,3,Unclustered,Noise
ASV15191,-1,3,Unclustered,Noise
ASV15192,-1,3,Unclustered,Noise
ASV15193,549,3,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Nothophytophthora_2025987;Nothophytophthora,High
ASV15194,-1,3,Unclustered,Noise
ASV15195,104,3,Bacillariophyta_2836;Bacillariophyceae_33849;Naviculales_38748;Pleurosigmataceae_197751;Pleurosigma_197752;Pleurosigma,High
ASV15196,-1,3,Unclustered,Noise
ASV15197,-1,3,Unclustered,Noise
ASV15198,-1,3,Unclustered,Noise
ASV15199,-1,3,Unclustered,Noise
ASV15200,-1,3,Unclustered,Noise
ASV15201,-1,3,Unclustered,Noise
ASV15202,-1,3,Unclustered,Noise
ASV15203,-1,3,Unclustered,Noise
ASV15204,-1,3,Unclustered,Noise
ASV15205,-1,3,Unclustered,Noise
ASV15206,691,3,Unclustered,Noise
ASV15207,-1,3,Unclustered,Noise
ASV15208,-1,3,Unclustered,Noise
ASV15209,473,3,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Sertulariidae_86619;Hydrallmania_308601;Hydrallmania,High
ASV15210,-1,3,Unclustered,Noise
ASV15211,-1,3,Unclustered,Noise
ASV15212,-1,3,Unclustered,Noise
ASV15213,691,3,Unclustered,Noise
ASV15214,691,3,Unclustered,Noise
ASV15215,-1,3,Unclustered,Noise
ASV15216,511,3,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Coccinellidae_7080;Stethorus_420098;Stethorus,High
ASV15217,-1,3,Unclustered,Noise
ASV15218,691,3,Unclustered,Noise
ASV15219,409,3,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Campanulariidae_27800;Orthopyxis_314504;Orthopyxis,Potentially Novel
ASV15220,-1,3,Unclustered,Noise
ASV15221,-1,3,Unclustered,Noise
ASV15222,-1,3,Unclustered,Noise
ASV15223,-1,3,Unclustered,Noise
ASV15224,-1,3,Unclustered,Noise
ASV15225,-1,3,Unclustered,Noise
ASV15226,-1,3,Unclustered,Noise
ASV15227,668,3,Ciliophora_5878;Spirotrichea_33829;Euplotida_33831;Uronychiidae_100129;Diophrys_132686;Diophrys,Potentially Novel
ASV15228,691,3,Unclustered,Noise
ASV15229,-1,3,Unclustered,Noise
ASV15230,-1,3,Unclustered,Noise
ASV15231,-1,3,Unclustered,Noise
ASV15232,-1,3,Unclustered,Noise
ASV15233,-1,3,Unclustered,Noise
ASV15234,-1,3,Unclustered,Noise
ASV15235,-1,3,Unclustered,Noise
ASV15236,104,3,Bacillariophyta_2836;Bacillariophyceae_33849;Naviculales_38748;Pleurosigmataceae_197751;Pleurosigma_197752;Pleurosigma,High
ASV15237,302,3,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Agalmatidae_168757;Agalma_316164;Agalma,Potentially Novel
ASV15238,-1,3,Unclustered,Noise
ASV15239,-1,3,Unclustered,Noise
ASV15240,603,3,Unclustered,Noise
ASV15241,691,3,Unclustered,Noise
ASV15242,-1,3,Unclustered,Noise
ASV15243,631,3,Unclustered,Noise
ASV15244,559,3,Unclustered,Noise
ASV15245,-1,3,Unclustered,Noise
ASV15246,691,3,Unclustered,Noise
ASV15247,-1,3,Unclustered,Noise
ASV15248,-1,3,Unclustered,Noise
ASV15249,-1,3,Unclustered,Noise
ASV15250,431,3,Mollusca_6447;Gastropoda_6448;Stylommatophora_6527;Trochomorphidae_180085;Trochomorpha_145595;Trochomorpha,High
ASV15251,-1,3,Unclustered,Noise
ASV15252,-1,3,Unclustered,Noise
ASV15253,-1,3,Unclustered,Noise
ASV15254,293,3,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Aphanomyces_100860;Aphanomyces,High
ASV15255,-1,3,Unclustered,Noise
ASV15256,-1,3,Unclustered,Noise
ASV15257,-1,3,Unclustered,Noise
ASV15258,691,3,Unclustered,Noise
ASV15259,-1,3,Unclustered,Noise
ASV15260,169,3,Bacillariophyta_2836;Mediophyceae_589449;Eupodiscales_33838;Parodontellaceae_2910914;Trieres_1529381;Trieres,High
ASV15261,590,3,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Halophytophthora_127445;Halophytophthora,High
ASV15262,681,3,Unclustered,Noise
ASV15263,-1,3,Unclustered,Noise
ASV15264,691,3,Unclustered,Noise
ASV15265,691,3,Unclustered,Noise
ASV15266,-1,3,Unclustered,Noise
ASV15267,-1,3,Unclustered,Noise
ASV15268,691,3,Unclustered,Noise
ASV15269,691,3,Unclustered,Noise
ASV15270,611,3,Arthropoda_6656;Arachnida_6854;Araneae_6893;Linyphiidae_81835;Lophomma_1660008;Lophomma,High
ASV15271,-1,3,Unclustered,Noise
ASV15272,691,3,Unclustered,Noise
ASV15273,57,3,Annelida_6340;Clitellata_42113;Enchytraeida_1964463;Enchytraeidae_6388;Cernosvitoviella_735362;Cernosvitoviella,Potentially Novel
ASV15274,-1,3,Unclustered,Noise
ASV15275,691,3,Unclustered,Noise
ASV15276,691,3,Unclustered,Noise
ASV15277,-1,3,Unclustered,Noise
ASV15278,595,3,phylum_Dinophyceae_2864;Dinophyceae_2864;Gymnodiniales_2953;Gymnodiniaceae_66801;Margalefidinium_2315349;Margalefidinium,High
ASV15279,-1,3,Unclustered,Noise
ASV15280,-1,3,Unclustered,Noise
ASV15281,551,3,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Saprolegnia_4769;Saprolegnia,High
ASV15282,-1,3,Unclustered,Noise
ASV15283,-1,3,Unclustered,Noise
ASV15284,-1,3,Unclustered,Noise
ASV15285,-1,3,Unclustered,Noise
ASV15286,509,3,Unclustered,Noise
ASV15287,593,3,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402;Meteorus_51521;Meteorus,High
ASV15288,691,3,Unclustered,Noise
ASV15289,691,3,Unclustered,Noise
ASV15290,-1,3,Unclustered,Noise
ASV15291,-1,3,Unclustered,Noise
ASV15292,691,3,Unclustered,Noise
ASV15293,691,3,Unclustered,Noise
ASV15294,-1,3,Unclustered,Noise
ASV15295,689,3,Unclustered,Noise
ASV15296,691,3,Unclustered,Noise
ASV15297,691,3,Unclustered,Noise
ASV15298,683,3,Unclustered,Noise
ASV15299,-1,3,Unclustered,Noise
ASV15300,691,3,Unclustered,Noise
ASV15301,-1,3,Unclustered,Noise
ASV15302,-1,3,Unclustered,Noise
ASV15303,691,3,Unclustered,Noise
ASV15304,-1,3,Unclustered,Noise
ASV15305,-1,3,Unclustered,Noise
ASV15306,691,3,Unclustered,Noise
ASV15307,-1,3,Unclustered,Noise
ASV15308,691,3,Unclustered,Noise
ASV15309,441,3,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Agalmatidae_168757;Marrus_338245;Marrus,High
ASV15310,-1,3,Unclustered,Noise
ASV15311,691,3,Unclustered,Noise
ASV15312,-1,3,Unclustered,Noise
ASV15313,691,3,Unclustered,Noise
ASV15314,-1,3,Unclustered,Noise
ASV15315,691,3,Unclustered,Noise
ASV15316,394,3,Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cercopidae_30086;Simorhina_1777629;Simorhina,High
ASV15317,-1,3,Unclustered,Noise
ASV15318,370,3,Bacillariophyta_2836;Mediophyceae_589449;Hemiaulales_420267;Hemiaulaceae_49250;Eucampia_49251;Eucampia,High
ASV15319,-1,3,Unclustered,Noise
ASV15320,-1,3,Unclustered,Noise
ASV15321,-1,3,Unclustered,Noise
ASV15322,299,3,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Halophytophthora_127445;Halophytophthora,High
ASV15323,-1,3,Unclustered,Noise
ASV15324,691,3,Unclustered,Noise
ASV15325,-1,3,Unclustered,Noise
ASV15326,-1,3,Unclustered,Noise
ASV15327,468,3,Arthropoda_6656;Arachnida_6854;Araneae_6893;Desidae_134570;Badumna_134571;Badumna,High
ASV15328,-1,3,Unclustered,Noise
ASV15329,-1,3,Unclustered,Noise
ASV15330,-1,3,Unclustered,Noise
ASV15331,-1,3,Unclustered,Noise
ASV15332,-1,3,Unclustered,Noise
ASV15333,-1,3,Unclustered,Noise
ASV15334,-1,3,Unclustered,Noise
ASV15335,-1,3,Unclustered,Noise
ASV15336,-1,3,Unclustered,Noise
ASV15337,-1,3,Unclustered,Noise
ASV15338,660,3,Unclustered,Noise
ASV15339,-1,3,Unclustered,Noise
ASV15340,-1,3,Unclustered,Noise
ASV15341,-1,3,Unclustered,Noise
ASV15342,245,3,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593;Scopula_104443;Scopula,High
ASV15343,-1,3,Unclustered,Noise
ASV15344,479,3,Unclustered,Noise
ASV15345,-1,3,Unclustered,Noise
ASV15346,651,3,Unclustered,Noise
ASV15347,-1,3,Unclustered,Noise
ASV15348,691,3,Unclustered,Noise
ASV15349,-1,3,Unclustered,Noise
ASV15350,611,3,Arthropoda_6656;Arachnida_6854;Araneae_6893;Linyphiidae_81835;Lophomma_1660008;Lophomma,High
ASV15351,674,3,Mollusca_6447;Gastropoda_6448;Neogastropoda_6479;Turbinellidae_57615;Tudivasum_2259122;Tudivasum,High
ASV15352,691,3,Unclustered,Noise
ASV15353,-1,3,Unclustered,Noise
ASV15354,691,3,Unclustered,Noise
ASV15355,-1,3,Unclustered,Noise
